49536	20620	
45966	23123	
19457	20414	
21471	10607	
21087	30148	
19488	7878	
8764	4814	
36336	13475	
8827	46920	
8020	3263	
1103	18224	
47803	16492	
30430	23221	
19807	39582	
47089	17931	
39787	25209	
10715	5258	
47748	710	
41875	37494	
39493	12831	
5136	2618	
11099	11977	
2673	46078	
10233	33074	
45366	9975	
40153	39664	
25326	49853	
8848	27849	
42765	12808	
14445	34800	
1994	11411	
40670	29517	
42787	867	
25566	20358	
48813	46945	
16191	2713	
2428	15139	
48016	18396	
2794	42873	
15675	3419	
10024	34210	
16990	28656	
8959	23839	
771	36177	
2305	47359	
41950	13315	
48865	9290	
18307	21581	
43964	16826	
4338	30887	
27170	26163	
27376	35089	
24053	35506	
18627	22304	
22093	8147	
24633	19331	
27845	43469	
27110	25492	
22037	26089	
4728	16698	
22045	40384	
46888	35098	
47883	45186	
40640	11502	
18186	26610	
14547	2478	
27415	2510	
16509	16059	
36865	13149	
35865	28155	
28156	29154	
30153	31726	
31809	27309	
28661	44223	
9542	15056	
30227	45094	
22949	398	
36079	44522	
25932	5871	
28455	28276	
3505	31601	
6966	10430	
30736	34393	
36699	15722	
29730	35223	
22597	17664	
23211	21655	
15693	19999	
433	36452	
6976	28837	
9572	16903	
20600	20170	
6238	24445	
22566	10742	
15144	23590	
40365	16994	
47126	21754	
7486	45484	
4320	39622	
46924	16084	
5614	46788	
27931	30755	
36720	15945	
34906	14908	
14823	41303	
4842	1738	
4771	7123	
49018	23401	
7002	12145	
42481	31825	
44114	5691	
44791	10285	
683	20241	
4831	40634	
34700	29258	
533	35947	
3880	41352	
36384	15753	
39661	30009	
17573	21319	
38649	32762	
7512	40835	
45689	30167	
44991	29225	
15311	37374	
1092	114	
19839	6913	
49703	18649	
48662	41305	
40958	42750	
44504	18616	
22554	44756	
32068	1031	
8904	8885	
6934	10046	
49488	10645	
19450	23522	
2253	48435	
41032	4584	
30585	37756	
43104	39528	
19733	49562	
10434	20749	
48306	11386	
41642	1272	
1631	20811	
20919	28340	
45631	32354	
12487	39781	
34054	33035	
29441	42714	
47696	10314	
47454	18705	
42638	12271	
34324	3593	
36189	5415	
12353	38771	
14741	25951	
35872	48994	
10844	16420	
42555	39937	
12516	29638	
48638	44403	
1128	37819	
20979	44358	
43758	10752	
31905	42376	
48457	33849	
41708	36429	
46697	17586	
17391	41408	
814	37126	
4515	47418	
24612	44093	
21188	23161	
10714	45069	
13352	15331	
29426	33440	
2761	20744	
16913	6862	
2942	37316	
16406	48999	
48200	18542	
26455	31151	
12088	21857	
23191	11286	
9134	15620	
41253	42323	
15180	49383	
20206	25948	
10489	21388	
13233	25109	
46049	2336	
13603	46611	
18473	6821	
31193	4091	
33377	23757	
26771	31339	
44722	2757	
48585	22085	
24871	1132	
47372	16852	
35353	12606	
2591	12796	
19298	21777	
43887	33762	
8923	33901	
9781	39248	
11694	4125	
47416	17464	
15041	16935	
43726	13539	
36925	47658	
1056	43796	
36705	13168	
1501	4879	
12354	42621	
18159	10052	
370	11617	
42662	39785	
46347	4413	
24259	8454	
44290	14979	
21209	33073	
25221	39942	
169	40418	
35454	37499	
9432	663	
16016	2650	
40002	501	
26243	8573	
40450	41367	
48461	4636	
2420	13268	
45439	15940	
46853	32954	
38395	15795	
23430	7369	
35124	3218	
18976	24110	
44574	41631	
24177	45546	
5140	29974	
44724	36863	
34264	15916	
7679	21911	
44020	4856	
44070	39296	
6352	12526	
23501	19208	
11485	6569	
37610	28960	
22734	42917	
36841	27232	
45510	20838	
8745	17928	
40124	3480	
34163	12270	
34059	39108	
12347	5369	
43094	36251	
42128	49769	
36921	16146	
26989	47328	
43898	1290	
32962	12929	
1822	38683	
36188	34228	
33497	38749	
23489	10195	
15469	41923	
33848	11652	
37139	24644	
44468	83	
46856	16343	
28482	18506	
3774	7466	
37960	48848	
644	22095	
32509	7996	
32944	33700	
2119	36933	
46328	19086	
35152	44344	
46848	31057	
25202	33252	
6413	10766	
19601	10437	
37256	36937	
18968	11579	
49646	44165	
33323	7590	
4101	20015	
33851	8928	
5161	9620	
32313	20183	
25013	23776	
27874	14966	
39229	30932	
6488	46624	
23847	18019	
5553	28456	
30458	19977	
8600	3439	
49550	31848	
4530	32891	
20019	17649	
26683	10288	
21022	29020	
47279	24365	
38862	22179	
34292	46173	
4769	38436	
13162	12610	
13138	18345	
30832	819	
4855	16417	
6419	30391	
5386	38161	
28007	47225	
24760	43526	
45638	17737	
895	22390	
28204	27981	
35829	20933	
4219	27093	
9330	18836	
6892	20188	
32284	48084	
43603	19770	
1933	7832	
34429	49126	
7587	13479	
1177	45764	
6449	32160	
28222	28027	
25465	15746	
23381	15571	
38465	24495	
6103	38431	
12900	21118	
9379	19316	
34716	11597	
48263	6500	
21939	16614	
47307	28264	
24967	19835	
6871	31161	
35463	47822	
30356	40971	
16282	10831	
16848	29494	
47551	1890	
44859	2450	
16782	37932	
95	32814	
14861	5146	
42924	42877	
26271	7822	
37201	30478	
39784	33591	
18807	38983	
31755	18924	
10807	47421	
15956	11509	
29036	32355	
5745	20263	
35683	11644	
843	9049	
37391	35182	
33235	4295	
44345	13061	
44887	29299	
32084	1041	
19251	35890	
48622	3918	
35300	27610	
48339	26718	
25241	43190	
20316	33925	
8018	19220	
13541	17920	
21882	36300	
17563	42530	
32641	45341	
39476	38829	
21026	12453	
20217	38746	
22020	20780	
30350	49541	
20651	18798	
36647	702	
28227	47187	
16225	28259	
12077	6057	
10707	10567	
9246	31426	
40566	17674	
38003	7021	
9228	12454	
4768	39631	
42386	31632	
1417	46116	
37534	28024	
14811	7616	
44507	43563	
36837	48083	
29327	2328	
25942	16858	
10373	24303	
11444	48914	
19659	20116	
47094	1672	
40282	40211	
3391	1804	
37533	30798	
22440	28292	
21601	10786	
6552	34285	
5912	3768	
1570	17932	
7497	14263	
32427	45714	
43063	11622	
26263	7068	
25487	5743	
1740	22931	
30049	49243	
44815	41211	
31461	38778	
47804	22055	
8471	25790	
12123	47701	
14024	28762	
15463	31062	
34438	2738	
3363	46725	
42164	9661	
18842	19505	
27708	17337	
29379	29626	
40156	45868	
15844	6655	
7001	47908	
5256	34050	
43831	8309	
33970	13595	
43997	40318	
117	18809	
14361	38250	
12060	36676	
30058	39203	
37382	38622	
45310	28129	
4450	13704	
216	38559	
12032	4717	
4430	21041	
23431	33404	
20755	5116	
36161	45032	
24988	8365	
30326	4211	
35665	41898	
28197	48232	
10581	34374	
44936	29093	
45307	42547	
28899	11987	
12901	20677	
5222	33476	
1159	14228	
40738	11656	
32586	28125	
44456	40428	
6093	5430	
9149	26256	
41494	46156	
47738	13810	
18950	31403	
2559	45116	
22299	38041	
9831	1063	
10079	44255	
5479	8875	
5837	7221	
34161	14723	
1865	29653	
31794	14515	
8524	797	
41972	42633	
33402	37395	
2006	10547	
10540	16720	
26835	12105	
22604	36153	
5280	36649	
30661	22645	
14211	45359	
22159	26888	
126	21799	
9339	2925	
35641	38567	
2204	2095	
3038	39874	
18965	37636	
8958	17658	
38717	17655	
46065	5381	
30415	38960	
44011	16619	
42798	6066	
43305	2985	
46294	46593	
5739	27605	
21454	41246	
47484	10111	
39465	33649	
49420	21712	
33170	47631	
41106	6505	
39732	33134	
31260	921	
34334	10763	
488	22473	
6673	45330	
28507	30972	
18138	29903	
37550	26225	
35643	25144	
16712	11027	
6202	11010	
44911	582	
48064	39403	
13239	23856	
14152	14354	
8517	8048	
35975	42163	
28578	21372	
27398	8415	
10508	18567	
36427	26900	
7030	47947	
38358	670	
3040	27592	
42697	6289	
17625	21869	
17618	26512	
16767	23256	
16105	49667	
45756	23648	
6565	41454	
40718	18191	
38900	22797	
27719	39961	
22621	12093	
42661	47388	
23508	23428	
45346	40882	
15353	47457	
14570	40499	
42942	26078	
18548	18120	
2579	49570	
19008	20954	
1008	44483	
32027	29822	
43464	48338	
7720	2706	
7933	37473	
35366	8951	
6944	19398	
14536	15127	
39176	48406	
6993	16950	
5893	37995	
30291	43019	
32210	25658	
35471	2091	
2167	32653	
44489	11972	
22315	4369	
18087	48547	
4503	25982	
25352	14930	
2694	32558	
10929	25858	
36056	48796	
32563	45840	
36550	27483	
2008	583	
735	16896	
23068	30243	
41297	30493	
47480	32301	
17748	5754	
2729	25016	
1072	39794	
37247	26342	
878	4583	
47202	24679	
46732	7043	
39135	45072	
1418	8765	
21504	16484	
16786	35220	
29450	40690	
35541	20939	
38416	4250	
48959	34865	
42277	27069	
3772	42286	
224	33413	
19937	11621	
7020	33907	
24434	1162	
26390	49396	
10468	19636	
36566	9066	
21036	2741	
5686	3969	
46230	6028	
4105	13218	
20948	5637	
41425	16907	
27658	10926	
38405	11237	
4652	20481	
22030	8515	
17564	5273	
39352	7234	
27508	47634	
11265	43765	
42067	37608	
35676	8333	
40965	19930	
9045	46773	
4897	10065	
7424	26008	
23276	35495	
16234	15903	
40860	9750	
4097	38555	
35623	2158	
3392	44027	
48857	29633	
38402	14731	
41715	15087	
17847	46761	
4337	16922	
1076	3781	
39220	5669	
48629	26004	
37022	12590	
16830	16049	
34125	46980	
12367	1633	
28110	12039	
4613	23873	
3299	14859	
36109	40478	
4415	616	
37412	40497	
7661	44258	
6058	7461	
45505	43071	
13349	15062	
16262	25050	
8514	47096	
11511	12484	
49574	913	
17609	43185	
4194	49924	
10629	37094	
39077	6443	
18372	9597	
41419	7120	
46018	1154	
38372	39240	
32213	43854	
36511	46557	
28471	45117	
24581	38934	
3343	41806	
11986	40997	
23359	8070	
20461	7596	
46710	15282	
31897	31645	
8772	16375	
23925	8829	
45694	20487	
18414	7973	
45864	20323	
17316	19125	
4799	25671	
37641	41012	
22793	37174	
48728	40611	
5348	15544	
27230	18282	
6087	38679	
17094	17785	
424	26144	
15200	2830	
5528	24940	
18133	9470	
39368	24016	
40610	13951	
25097	8106	
38239	45474	
22941	3695	
39192	15536	
24588	35040	
43878	10432	
42120	9224	
17661	18883	
2264	46933	
2302	18684	
29377	16	
44429	7871	
37075	34986	
26301	35493	
5359	21509	
27143	25817	
26231	33277	
33987	30973	
19377	10427	
28478	1709	
1821	40567	
9959	28438	
20572	23252	
8676	46681	
8467	20506	
23842	14110	
32670	13418	
26925	8682	
47537	2103	
22986	10104	
10097	21393	
17009	41580	
36607	39615	
11267	26195	
41387	29346	
11786	1452	
15336	26670	
16874	37747	
5854	15369	
18504	12773	
29894	23433	
36344	27103	
40104	34928	
20341	26770	
35313	26684	
15131	37388	
32538	48955	
6723	19622	
30221	21063	
32484	8860	
9589	46978	
5460	27295	
1746	11035	
44322	37372	
33768	3136	
5954	3977	
18106	41662	
28550	9051	
21055	41443	
13029	35158	
44894	9653	
43242	11740	
29436	20603	
2588	19943	
13151	44601	
6277	25041	
31469	26713	
29794	17984	
20454	4180	
8256	48155	
4491	38504	
41577	44804	
9158	30782	
31366	40952	
23270	10774	
22775	5639	
27897	35669	
47195	40837	
44842	3077	
27336	9197	
33434	15937	
40400	36291	
9338	40544	
23919	23353	
4691	16606	
21124	38877	
31443	1318	
4602	10463	
19317	18220	
18641	1649	
43259	502	
28638	17191	
23386	9931	
15052	29853	
7473	8404	
17581	904	
21743	26337	
15349	19537	
26242	8449	
8061	44157	
19676	5321	
17274	27919	
10791	1872	
43523	27013	
28938	7781	
339	14072	
25963	23768	
20200	35714	
46113	29489	
48408	34390	
10504	40513	
28829	19120	
26654	7492	
31361	43018	
9978	48832	
27685	40360	
17740	22156	
21627	48290	
29023	13488	
14803	14091	
27563	35221	
47042	15490	
43208	2088	
14863	6613	
42781	12064	
49400	27292	
29685	33193	
43985	21769	
32019	11565	
3388	44490	
10573	44271	
3332	29784	
36899	12499	
18035	22720	
43395	17037	
25764	39468	
2501	5380	
14403	35949	
27169	11923	
40368	23558	
10385	364	
2720	34313	
5432	550	
32898	97	
9083	28436	
5773	12435	
15279	14545	
31557	43297	
19944	13422	
12886	26012	
42361	9242	
20490	9256	
22216	11611	
39978	27596	
23118	14907	
4065	44745	
1642	45021	
23852	31573	
15413	36490	
5262	23042	
29360	21437	
10160	479	
45673	22295	
1238	38059	
23901	3631	
20044	8017	
1511	26346	
49199	26853	
28647	46515	
39448	32825	
18558	3735	
40755	32540	
40373	38527	
42238	44352	
18141	9371	
12013	118	
7152	17898	
12424	4935	
31277	28025	
41251	47686	
35976	36778	
28367	20354	
1808	33064	
11885	23730	
1830	19534	
16524	23955	
44909	11593	
39111	28085	
47251	32489	
36334	18515	
9643	21521	
15072	44768	
7945	28253	
6338	13549	
49529	43747	
27631	38727	
12492	45795	
37947	11773	
10016	20808	
43029	16047	
29722	28384	
31353	48305	
39107	5688	
38144	21279	
44860	19761	
27893	15435	
1743	26751	
21316	46146	
36911	20448	
16605	21805	
19672	46433	
33940	43087	
43163	5641	
828	38301	
30805	7442	
3440	15634	
16483	32918	
48299	15668	
37833	42408	
34911	44298	
3831	35867	
49804	27850	
10486	2444	
20143	12884	
5544	35502	
17708	5775	
26336	44022	
14758	12316	
16628	49709	
34465	49879	
18667	43155	
43194	29813	
43883	762	
39169	44552	
17986	10383	
648	40073	
36324	30292	
15320	39530	
1441	7803	
37438	18059	
3330	14481	
14115	12044	
13873	47412	
23705	2906	
15928	2659	
24641	37735	
28274	1904	
34473	33514	
6766	1332	
25634	1472	
39987	23136	
10672	23822	
36877	36924	
47467	7205	
32164	23294	
29571	3104	
22013	32472	
19312	444	
37770	27102	
5351	20164	
1357	4866	
23128	10873	
39115	38126	
12500	14394	
22587	30238	
38237	22902	
19373	29015	
44555	20679	
23448	33160	
21801	47931	
48619	1734	
37225	1252	
28392	2904	
15811	23199	
4743	44308	
27345	4071	
22271	21292	
8990	23496	
42640	10128	
13241	25077	
27993	25572	
27382	28407	
13932	42948	
20745	42476	
38739	18284	
20824	25047	
33867	13946	
2859	4757	
46559	5654	
6612	5891	
5253	24553	
3983	6959	
22155	1627	
26432	38779	
27121	6300	
44956	22104	
49072	16101	
1592	31580	
19412	16523	
16576	14769	
9313	34405	
11335	19865	
1493	3315	
21289	46168	
48141	25239	
28493	1166	
25272	15060	
30102	49701	
24307	18417	
31544	37043	
16931	25818	
42664	3932	
4497	42004	
42013	7224	
16815	40635	
45218	37596	
46233	22298	
33053	18920	
33495	39413	
25289	12236	
17119	12934	
14832	30535	
33427	33717	
47678	21336	
48121	10701	
16886	49943	
19421	23774	
34971	12921	
21183	31228	
3694	18222	
33858	10036	
2233	12449	
48300	43876	
35169	45237	
31352	27132	
36389	24258	
21907	27258	
5568	40783	
22108	44577	
33124	28642	
9911	44230	
32758	38368	
3089	20484	
8966	33122	
42747	18415	
2954	49288	
21701	14517	
37206	19688	
3336	6945	
23130	28143	
46927	44201	
10343	31224	
16339	48111	
25610	7010	
9444	37912	
48635	4780	
21456	32045	
48147	49833	
48687	39154	
49819	45466	
38269	30081	
43380	7962	
49106	35846	
32132	49441	
11441	46851	
34710	10842	
4305	10101	
8109	2623	
27380	37480	
6468	2980	
3001	34428	
33238	37999	
26590	18602	
38571	47727	
44318	24013	
7309	24090	
33129	12134	
12758	3982	
40476	7835	
6683	18360	
33857	9711	
10351	45139	
19190	8989	
23781	1641	
17538	12462	
37831	33829	
28058	29786	
48764	11624	
36543	23355	
8313	16890	
5021	48103	
49161	28209	
11404	44813	
48924	1857	
15177	33292	
30921	1486	
6432	21113	
39450	22885	
33215	48646	
16575	1040	
21645	17195	
40495	32584	
1264	719	
17250	16744	
27769	27683	
19260	2813	
46573	30558	
20791	19210	
14112	9747	
43659	40200	
35696	2383	
45373	48139	
24283	6798	
20754	20607	
23710	13741	
45598	35793	
24620	32842	
47021	32026	
26407	32087	
42620	44134	
11966	18014	
41957	30547	
28946	28366	
46502	36085	
16790	16708	
38317	102	
14739	5525	
31442	43675	
18215	23281	
21089	13063	
13440	21378	
14902	31079	
20918	1479	
8661	31012	
12277	39009	
11049	8171	
39519	19215	
32770	19276	
49421	1749	
28390	3139	
46724	14261	
33470	20360	
23171	17212	
24929	13348	
30104	26795	
7071	47134	
14051	25728	
23811	34737	
2707	5649	
43740	38348	
18988	30645	
20261	14007	
35401	703	
21007	7756	
30110	11143	
41200	2441	
37559	9127	
48565	7857	
34012	26607	
18931	11289	
3494	41333	
20859	16198	
47595	36493	
25548	24385	
9984	9619	
563	40480	
32748	49469	
1331	18594	
39144	14205	
