SCHEDULE.flno  SCHEDULE.aid  AIRCRAFT.aname  
8904	8885	197	
44504	18616	215	
8764	4814	205	
15675	3419	58	
1103	18224	338	
34324	3593	442	
46049	2336	48	
39493	12831	109	
7002	12145	128	
31193	4091	29	
8020	3263	18	
48200	18542	483	
2428	15139	151	
48306	11386	194	
10844	16420	316	
5136	2618	390	
48016	18396	147	
22566	10742	175	
4842	1738	71	
9134	15620	270	
6966	10430	55	
36336	13475	420	
27415	2510	15	
36865	13149	260	
16913	6862	335	
47696	10314	361	
36699	15722	180	
24633	19331	497	
41032	4584	461	
49488	10645	34	
32068	1031	2	
1092	114	439	
23191	11286	163	
14547	2478	3	
40640	11502	141	
25932	5871	391	
47803	16492	472	
9542	15056	185	
42787	867	428	
49703	18649	138	
16191	2713	112	
23501	19208	174	
6413	10766	271	
23489	10195	476	
21026	12453	115	
33851	8928	451	
45638	17737	161	
33848	11652	431	
15956	11509	169	
36921	16146	483	
13162	12610	422	
14861	5146	265	
46328	19086	54	
9228	12454	156	
35124	3218	380	
13541	17920	435	
48622	3918	394	
15041	16935	192	
48263	6500	161	
20019	17649	27	
23381	15571	279	
47551	1890	148	
46347	4413	26	
3774	7466	134	
7587	13479	89	
8018	19220	371	
1933	7832	40	
1501	4879	84	
44020	4856	351	
2420	13268	286	
44345	13061	486	
27874	14966	275	
30832	819	119	
8745	17928	32	
10707	10567	208	
9432	663	81	
32084	1041	146	
28482	18506	287	
33323	7590	297	
20651	18798	454	
370	11617	444	
11485	6569	273	
43603	19770	458	
8600	3439	166	
38003	7021	260	
32509	7996	166	
23847	18019	276	
48461	4636	340	
46856	16343	78	
25465	15746	267	
43898	1290	390	
26683	10288	203	
3391	1804	400	
21601	10786	5	
31260	921	280	
18842	19505	447	
35366	8951	26	
10540	16720	206	
25487	5743	384	
42798	6066	466	
30326	4211	243	
1570	17932	26	
47738	13810	438	
6093	5430	325	
34161	14723	19	
2204	2095	243	
40718	18191	388	
28899	11987	167	
9339	2925	145	
43063	11622	417	
2006	10547	202	
22315	4369	301	
18548	18120	344	
15844	6655	129	
8958	17658	100	
42697	6289	342	
43831	8309	347	
38358	670	466	
4450	13704	128	
29327	2328	468	
6202	11010	381	
8524	797	37	
34438	2738	129	
27398	8415	296	
7720	2706	442	
735	16896	329	
31794	14515	388	
5686	3969	338	
47537	2103	329	
36566	9066	241	
6058	7461	189	
39192	15536	197	
12367	1633	12	
10468	19636	418	
38405	11237	284	
18504	12773	492	
32484	8860	293	
18414	7973	52	
37022	12590	152	
5954	3977	237	
25097	8106	408	
46732	7043	220	
8772	16375	115	
16234	15903	322	
22986	10104	57	
42120	9224	432	
46230	6028	449	
27658	10926	497	
2588	19943	267	
20454	4180	256	
2302	18684	332	
29377	16	490	
1076	3781	411	
19377	10427	133	
27336	9197	319	
3299	14859	140	
40860	9750	136	
4337	16922	27	
23270	10774	189	
4897	10065	43	
18372	9597	238	
39077	6443	315	
33768	3136	97	
49574	913	234	
29794	17984	384	
44894	9653	114	
17316	19125	13	
18641	1649	77	
4691	16606	388	
43242	11740	364	
26925	8682	195	
41715	15087	63	
11511	12484	261	
4105	13218	137	
44429	7871	492	
21504	16484	412	
38416	4250	400	
40610	13951	236	
39220	5669	159	
1746	11035	133	
28110	12039	191	
31443	1318	225	
23925	8829	178	
43878	10432	456	
19317	18220	9	
5348	15544	289	
24434	1162	89	
20461	7596	164	
5854	15369	38	
1418	8765	126	
17564	5273	372	
46018	1154	62	
17581	904	112	
39107	5688	252	
32019	11565	54	
3440	15634	182	
18141	9371	180	
23118	14907	26	
38739	18284	17	
28392	2904	366	
26242	8449	170	
10385	364	231	
37947	11773	158	
6766	1332	382	
18558	3735	3	
37438	18059	132	
20143	12884	469	
46559	5654	418	
42640	10128	21	
2859	4757	239	
36899	12499	488	
14803	14091	208	
5432	550	262	
1441	7803	473	
23901	3631	354	
20490	9256	21	
10791	1872	335	
27893	15435	157	
29571	3104	248	
12500	14394	288	
23128	10873	202	
29023	13488	245	
15349	19537	384	
22216	11611	201	
23386	9931	169	
14115	12044	499	
30805	7442	436	
3330	14481	158	
20918	1479	276	
27121	6300	210	
22815	5539	254	
24929	13348	370	
33857	9711	364	
28390	3139	11	
39519	19215	96	
46724	14261	122	
42747	18415	154	
41200	2441	38	
1264	719	163	
37206	19688	33	
23171	17212	441	
37559	9127	176	
9984	9619	115	
33129	12134	35	
21645	17195	457	
38317	102	120	
3694	18222	200	
20791	19210	89	
35401	703	184	
25610	7010	391	
4362	14353	350	
12758	3982	495	
8313	16890	96	
22155	1627	51	
30921	1486	243	
48565	7857	247	
48121	10701	402	
23710	13741	269	
19190	8989	66	
21089	13063	130	
31746	17807	496	
3336	6945	366	
1331	18594	270	
24307	18417	423	
16575	1040	387	
49072	16101	333	
23108	5051	238	
23689	17666	260	
32770	19276	105	
43380	7962	75	
37250	6312	126	
16790	16708	68	
2233	12449	413	
27509	18039	138	
18547	10523	392	
46127	12016	331	
31184	4961	178	
42253	14815	239	
44511	18685	218	
44671	12605	31	
28744	75	457	
48187	1314	381	
30786	13627	260	
266	3081	209	
33457	10310	17	
34938	7553	300	
39950	3535	307	
32218	4410	309	
25264	8380	144	
48880	4365	179	
39780	8790	211	
10776	7028	471	
16205	1580	103	
48218	14372	19	
49851	19244	322	
41779	15923	499	
11336	6463	362	
9678	18826	295	
28056	13902	79	
32677	4975	82	
36799	19670	479	
40839	4389	318	
8015	4612	186	
22438	4315	491	
42190	10800	103	
40645	19738	39	
44810	10484	456	
16561	9169	43	
27597	2869	136	
41390	9131	124	
33362	92	77	
17956	6882	403	
1866	5870	244	
48532	19863	247	
2252	7957	62	
8561	1185	434	
24818	9219	230	
13372	10156	437	
15466	19927	147	
42132	11211	139	
10797	7603	348	
45065	9623	90	
21511	4446	107	
37730	7027	168	
28069	17835	236	
3307	16194	406	
22966	14578	406	
2658	6975	115	
11009	658	403	
5068	4032	335	
15630	14016	32	
5160	19765	88	
21132	13676	292	
30313	8208	48	
41534	13036	179	
18707	17820	225	
44187	306	352	
25736	9488	486	
28574	2225	158	
7259	15129	123	
25804	5908	178	
76	7118	199	
8926	3575	181	
23907	9172	184	
40984	12171	51	
15967	600	193	
31425	4442	288	
778	3999	175	
33007	3635	397	
30218	7349	239	
13520	9188	5	
34432	8155	173	
10538	19017	497	
37690	16870	5	
31358	8787	87	
21277	5778	69	
33995	5551	241	
16096	7209	245	
33155	16334	330	
22256	18781	402	
38729	4130	452	
682	9124	198	
9956	5824	496	
33509	8846	107	
45447	12824	381	
43674	2262	444	
27195	3762	353	
48154	2651	424	
49253	14518	261	
45258	13413	124	
35780	2615	7	
15032	16499	38	
1080	5357	4	
4962	16357	356	
15057	5155	343	
34752	17383	165	
12423	18961	123	
22769	14865	402	
23226	12888	424	
49271	9838	354	
13559	2394	37	
35057	12139	417	
20792	3283	82	
24244	124	69	
16685	19079	382	
46701	19201	226	
1843	4041	211	
28411	11344	179	
2166	9500	439	
49579	7723	267	
1424	5999	119	
37787	13901	261	
40335	14712	488	
37100	17280	100	
31750	11229	1	
46012	16020	183	
33055	17483	260	
28009	16232	50	
39847	8165	451	
34406	5557	14	
5951	9919	473	
29922	7995	351	
41928	5887	356	
9792	1014	221	
48739	13955	268	
47286	19483	426	
35356	11025	187	
26906	5442	24	
2542	11721	17	
36283	10749	375	
27933	2486	273	
25463	17985	428	
27626	6537	495	
10408	12329	255	
39990	16196	230	
40447	1478	113	
31931	9115	433	
49903	6511	224	
30967	9325	117	
9310	19484	232	
23395	6978	391	
15384	7177	356	
18043	2981	78	
40141	3875	94	
27320	16463	289	
23681	17792	150	
23365	5074	134	
17058	14947	495	
43401	10865	135	
14645	63	483	
36443	2484	443	
21474	13460	392	
16503	8108	140	
13008	2041	50	
2638	1087	51	
43	18913	458	
32822	3114	52	
38978	15366	135	
12905	14711	193	
45098	14797	376	
10949	1341	421	
506	19311	249	
7105	4794	479	
47011	17044	258	
32761	12682	2	
5533	19330	61	
39641	4335	107	
40793	19305	162	
2865	4627	360	
23290	500	119	
